,TRPMILES,TRVLCMIN,STRTTIME,ENDTIME,WHYFROM,WHYTRP1S,DAY,VMT_MILE
434,1.335,5,1000,1005,1,40,146,1.335
435,1.335,5,1025,1030,11,1,146,1.335
436,9.095,15,615,630,1,10,147,9.095
437,12.129,20,1230,1250,3,1,148,12.129
438,6.562,15,615,630,1,80,149,6.562
439,14.263,15,640,655,13,10,149,-1.0
440,20.373,45,830,915,3,30,149,20.373
441,20.533,30,1030,1100,18,10,149,20.533
442,20.538,30,1545,1615,3,40,149,20.538
443,7.25,15,1700,1715,14,40,149,7.25
444,3.173,15,1730,1745,11,1,149,3.173
445,0.81,7,802,809,1,10,150,0.81
446,0.833,7,1234,1241,3,1,150,0.833
447,0.81,8,1324,1332,1,10,150,0.81
448,0.833,10,1701,1711,3,1,150,0.833
449,11.772,25,730,755,1,10,151,11.772
450,11.456,20,1700,1720,3,1,151,11.456
451,15.646,30,1400,1430,1,40,152,15.646
452,0.24,5,1500,1505,11,40,152,0.24
453,15.995,35,1600,1635,11,1,152,15.995
454,27.202,45,715,800,1,10,153,27.202
455,3.21,15,1200,1215,3,80,153,3.21
456,6.224,30,1300,1330,13,10,153,6.224
457,32.732,60,1700,1800,4,1,153,32.732
458,3.554,15,945,1000,1,10,154,3.554
459,3.554,15,1845,1900,3,1,154,3.554
460,4.811,12,1000,1012,1,40,156,4.811
461,4.819,13,1033,1046,11,1,156,4.819
462,3.8,25,600,625,1,10,157,3.8
463,3.79,20,1500,1520,3,10,157,3.79
464,9.786,20,510,530,1,10,159,9.786
465,9.775,20,1530,1550,3,1,159,9.775
466,2.421,10,1558,1608,1,40,159,2.421
467,1.504,5,1611,1616,14,40,159,1.504
468,1.453,6,1619,1625,12,70,159,1.453
469,2.408,10,1700,1710,3,1,159,-1.0
470,4.602,10,1725,1735,1,80,159,4.602
471,7.973,10,1743,1753,13,1,159,7.973
472,3.468,8,2007,2015,1,40,159,3.468
473,3.056,9,2023,2032,11,1,159,3.056
474,20.525,47,715,802,1,10,161,20.525
475,18.368,41,1600,1641,3,40,161,18.368
476,1.748,15,1702,1717,11,1,161,1.748
477,7.269,30,600,630,1,10,162,7.269
478,3.065,30,1330,1400,3,40,162,3.065
479,1.821,9,1420,1429,12,40,162,1.821
480,2.227,12,1448,1500,14,1,162,2.227
481,5.16,22,1738,1800,1,70,162,5.16
482,1.044,10,1815,1825,6,80,162,1.044
483,1.004,10,2000,2010,13,70,162,1.004
484,4.765,30,2040,2110,6,1,162,4.765
485,2.028,10,640,650,1,10,163,2.028
486,2.012,10,1300,1310,3,1,163,2.012
487,5.193,15,1410,1425,1,70,163,5.193
488,5.156,13,1432,1445,6,1,163,5.156
489,16.678,25,1630,1655,1,40,163,16.678
490,0.502,10,1730,1740,11,40,163,0.502
491,0.686,10,1815,1825,11,40,163,0.686
492,17.988,30,1900,1930,11,1,163,17.988
493,22.865,45,800,845,2,10,164,22.865
494,33.417,40,1030,1110,3,10,164,33.417
495,14.508,30,1120,1150,3,10,164,14.508
496,1.189,5,1215,1220,3,1,164,1.189
497,5.505,15,1245,1300,1,70,164,5.505
498,1.348,10,1310,1320,6,40,164,1.348
499,4.202,25,1345,1410,11,1,164,4.202
500,1.766,19,1030,1049,1,40,166,1.766
501,1.828,11,1112,1123,11,1,166,1.828
502,3.483,15,630,645,1,10,167,3.483
503,8.251,20,700,720,3,10,167,8.251
504,10.326,25,1600,1625,3,40,167,10.326
505,0.507,5,1630,1635,11,1,167,0.507
506,5.031,13,517,530,1,10,169,5.031
507,5.019,15,1812,1827,3,1,169,5.019
508,6.763,15,645,700,1,10,170,6.763
509,8.254,15,1200,1215,4,1,170,8.254
510,6.763,10,1300,1310,1,10,170,6.763
511,6.429,20,1500,1520,3,1,170,6.429
512,5.557,15,1730,1745,1,50,170,5.557
513,5.295,25,1900,1925,16,1,170,5.295
514,6.821,15,630,645,1,10,171,6.821
515,1.185,10,2030,2040,3,40,171,1.185
516,5.717,25,2055,2120,11,1,171,5.717
517,1.625,5,830,835,1,10,172,1.625
518,1.625,5,1300,1305,3,1,172,1.625
519,1.625,10,1410,1420,1,10,172,1.625
520,1.625,5,1900,1905,3,1,172,1.625
521,6.844,10,920,930,1,10,174,6.844
522,0.663,5,1350,1355,3,40,174,0.663
523,0.68,7,1445,1452,12,10,174,0.68
524,6.902,13,1740,1753,3,1,174,6.902
525,2.372,10,700,710,1,50,175,2.372
526,0.177,5,720,725,16,10,175,0.177
527,2.312,30,1645,1715,3,1,175,2.312
528,1.21,7,1000,1007,1,50,176,1.21
529,1.21,7,1100,1107,16,1,176,1.21
530,6.252,25,1700,1725,1,97,178,-1.0
531,6.696,15,615,630,1,30,180,6.696
532,6.726,30,1030,1100,18,1,180,6.726
533,2.76,5,415,420,1,40,181,2.76
534,23.006,35,425,500,11,10,181,23.006
535,25.364,60,1400,1500,3,1,181,25.364
536,4.138,15,1815,1830,1,50,181,4.138
537,5.427,15,2100,2115,16,50,181,5.427
538,2.676,10,2235,2245,17,1,181,2.676
539,2.12,5,717,722,1,70,183,2.12
540,2.88,8,723,731,6,40,183,2.88
541,11.329,15,735,750,11,10,183,11.329
542,5.054,9,1225,1234,3,40,183,5.054
543,5.376,11,1236,1247,12,40,183,5.376
544,1.528,3,1253,1256,11,10,183,1.528
545,13.653,31,1629,1700,3,70,183,13.653
546,2.287,8,1701,1709,6,70,183,2.287
547,1.932,6,1710,1716,6,1,183,1.932
548,1.932,6,1815,1821,1,70,183,1.932
549,2.46,8,1822,1830,6,80,183,2.46
550,2.326,7,1920,1927,13,1,183,2.326
551,6.318,15,915,930,1,40,184,6.318
552,6.29,23,952,1015,11,1,184,6.29
553,0.112,50,630,720,1,10,185,0.112
554,125.0,75,745,900,3,10,185,125.0
555,0.112,60,1600,1700,3,1,185,0.112
556,13.98,25,401,426,1,10,186,13.98
557,7.749,15,1600,1615,3,40,186,7.749
558,6.345,20,1645,1705,12,1,186,6.345
559,12.202,35,930,1005,1,10,187,12.202
560,12.47,80,1930,2050,3,1,187,12.47
561,0.57,5,600,605,1,40,191,0.57
562,190.436,240,615,1015,11,50,191,190.436
563,108.711,180,1200,1500,17,50,191,108.711
564,111.594,180,1800,2100,17,1,191,111.594
565,6.941,20,718,738,1,10,192,6.941
566,9.322,9,1626,1635,3,1,192,9.322
567,4.75,20,735,755,1,10,193,4.75
568,0.476,10,1300,1310,3,80,193,0.476
569,0.476,10,1350,1400,13,10,193,0.476
570,4.748,30,1705,1735,3,1,193,4.748
571,10.988,25,600,625,1,1,194,10.988
572,11.014,23,1500,1523,2,1,194,11.014
573,25.549,45,700,745,1,30,195,25.549
574,0.687,10,815,825,18,80,195,0.687
575,25.798,105,900,1045,13,1,195,25.798
576,1.752,10,1450,1500,1,40,195,1.752
577,1.752,15,1930,1945,12,1,195,1.752
578,3.615,13,532,545,1,10,196,3.615
579,3.613,12,833,845,3,1,196,3.613
580,3.615,14,1330,1344,1,10,196,3.615
581,3.613,12,1632,1644,3,1,196,3.613
582,35.61,45,610,655,1,10,197,35.61
583,25.298,60,1530,1630,3,40,197,25.298
